product_id,category,current_stock,reorder_point,daily_demand_forecast,30day_forecast,safety_stock,recommended_order_qty,days_until_stockout,urgency
1741,Sports,187,146,6.826874229961974,204.80622689885922,40.961245379771846,58.76747227863106,27.391745285022132,MEDIUM
1153,Electronics,86,86,3.6873140867392618,110.61942260217785,22.12388452043557,46.74330712261343,23.323209788198675,MEDIUM
1157,Sports,177,77,5.644729878830018,169.34189636490055,33.868379272980114,26.21027563788067,31.35668203784567,MEDIUM
1379,Sports,171,62,5.98733687339103,179.6201062017309,35.92402124034618,44.54412744207707,28.560277067415324,MEDIUM
1827,Home,83,65,7.210475124483431,216.31425373450293,43.26285074690059,176.57710448140352,11.51103062794995,MEDIUM
1378,Clothing,107,96,3.5405702667146453,106.21710800143936,21.243421600287874,20.46052960172723,30.22112031101902,MEDIUM
1825,Sports,174,81,4.903682043938927,147.1104613181678,29.422092263633562,2.5325535818013805,35.48354041736216,MEDIUM
1824,Electronics,129,102,5.145719765378978,154.37159296136934,30.87431859227387,56.245911553643225,25.06937918926863,MEDIUM
1820,Electronics,156,61,5.761216439324862,172.83649317974584,34.56729863594917,51.403791815695,27.077614882714098,MEDIUM
1375,Food,130,50,7.1363709983173225,214.09112994951968,42.81822598990394,126.90935593942362,18.216541717163047,MEDIUM
1596,Sports,214,103,6.369000017308632,191.07000051925894,38.21400010385179,15.284000623110728,33.600251125518234,MEDIUM
1370,Clothing,103,85,3.791032842402871,113.73098527208613,22.746197054417227,33.47718232650337,27.169376864251984,MEDIUM
1177,Electronics,91,61,6.502285835498746,195.06857506496237,39.01371501299248,143.08229007795484,13.99507839276955,MEDIUM
1366,Home,128,91,5.603025027083883,168.0907508125165,33.6181501625033,73.70890097501979,22.844802473891164,MEDIUM
1363,Sports,200,120,6.581214841786212,197.43644525358638,39.48728905071728,36.92373430430365,30.38952606897693,MEDIUM
1607,Electronics,177,90,5.961003266697513,178.83009800092537,35.766019600185075,37.59611760111045,29.692988257337547,MEDIUM
1798,Food,133,87,6.04058133290403,181.2174399871209,36.24348799742418,84.4609279845451,22.017748403705344,MEDIUM
1186,Sports,119,106,3.4869994012421635,104.6099820372649,20.92199640745298,6.531978444717879,34.12676238418882,MEDIUM
1360,Home,153,88,6.094554103726931,182.8366231118079,36.56732462236158,66.40394773416949,25.104379647140668,MEDIUM
1610,Electronics,144,62,4.565176442018472,136.95529326055416,27.391058652110832,20.346351912665,31.543140079889458,MEDIUM
1192,Home,164,72,4.6839166451569065,140.51749935470718,28.103499870941437,4.620999225648632,35.013432651405815,MEDIUM
1193,Clothing,181,93,5.800978344914824,174.0293503474447,34.80587006948894,27.83522041693365,31.201633455271526,MEDIUM
1788,Electronics,163,77,6.109908006219643,183.2972401865893,36.659448037317865,56.95668822390718,26.67797941214049,MEDIUM
1836,Clothing,91,67,3.179265150050054,95.37795450150162,19.075590900300323,23.453545401801946,28.622966536329095,MEDIUM
1583,Electronics,106,84,3.892199220245837,116.76597660737511,23.353195321475024,34.119171928850136,27.2339605456539,MEDIUM
1785,Electronics,174,64,5.308323612129299,159.24970836387897,31.849941672775795,17.099650036654765,32.77870994948711,MEDIUM
1150,Electronics,161,86,5.317331126176777,159.5199337853033,31.90398675706066,30.42392054236396,30.278347573167007,MEDIUM
1106,Food,140,90,4.516662648377329,135.49987945131986,27.099975890263973,22.599855341583833,30.996337539244127,MEDIUM
1108,Food,214,109,6.111791165010446,183.3537349503134,36.67074699006268,6.024481940376063,35.01428537433252,MEDIUM
1551,Clothing,139,72,4.46046649063424,133.8139947190272,26.76279894380544,21.576793662832642,31.16265984552557,MEDIUM
1411,Clothing,199,146,6.416851569530655,192.50554708591966,38.50110941718393,32.006656503103585,31.012093367550868,MEDIUM
1115,Sports,157,138,4.948204118925497,148.4461235677649,29.689224713552978,21.135348281317874,31.728683018454902,MEDIUM
1410,Clothing,197,123,6.062459655613337,181.87378966840012,36.37475793368002,21.24854760208015,32.495061607147235,MEDIUM
1871,Home,144,71,6.650738986542803,199.52216959628407,39.90443391925682,95.42660351554088,21.651729272697605,MEDIUM
1406,Electronics,214,138,6.061687060341937,181.8506118102581,36.370122362051625,4.220734172309733,35.30370305654287,MEDIUM
1126,Sports,77,72,4.078036215905472,122.34108647716417,24.468217295432837,69.80930377259699,18.881637122220408,MEDIUM
1128,Sports,174,80,5.743206120718579,172.29618362155736,34.459236724311474,32.75542034586883,30.29666641639347,MEDIUM
1130,Food,193,59,6.551668860767313,196.5500658230194,39.31001316460388,42.86007898762327,29.45814327639819,MEDIUM
1132,Home,112,63,3.1386002503518036,94.15800751055411,18.831601502110825,0.9896090126649426,35.68469733839026,MEDIUM
1856,Food,162,61,6.478407615775758,194.35222847327276,38.870445694654556,71.22267416792732,25.00614496770921,MEDIUM
1567,Sports,225,131,6.816248391531444,204.4874517459433,40.897490349188665,20.384942095131976,33.009360439320496,MEDIUM
1854,Home,161,143,5.561471292160159,166.84413876480477,33.368827752960954,39.21296651776572,28.949173976130545,MEDIUM
1568,Home,152,94,6.637121453263356,199.11364359790068,39.82272871958014,86.93637231748082,22.90149443103294,MEDIUM
1569,Food,198,84,6.246890497938443,187.4067149381533,37.48134298763066,26.888057925783954,31.69576928959178,MEDIUM
1574,Sports,147,55,4.8359185941994465,145.0775578259834,29.015511565196682,27.09306939118008,30.39753402307527,MEDIUM
1845,Sports,146,133,5.160343574588802,154.81030723766406,30.962061447532815,39.77236868519688,28.292689796654457,MEDIUM
1144,Home,130,125,4.219899913144788,126.59699739434365,25.319399478868732,21.916396873212364,30.806417847744722,MEDIUM
1579,Home,242,63,6.8960744373895855,206.88223312168756,41.37644662433752,6.258679746025081,35.09242862691688,MEDIUM
1787,Home,203,56,5.6774481622004425,170.32344486601326,34.06468897320266,1.388133839215925,35.755500393916776,MEDIUM
1784,Sports,191,101,6.586925369099873,197.6077610729962,39.52155221459924,46.12931328759544,28.996836808870786,MEDIUM
1539,Home,152,146,5.082720369286701,152.48161107860102,30.496322215720205,30.97793329432122,29.905245411195303,MEDIUM
1734,Electronics,154,58,4.368641355298231,131.05924065894692,26.211848131789385,3.2710887907363144,35.25123430268104,MEDIUM
1253,Food,208,124,7.499973661115146,224.9992098334544,44.99984196669088,61.99905180014525,27.733430729018476,MEDIUM
1316,Food,129,97,4.920391942900767,147.611758287023,29.522351657404602,48.13410994442762,26.21742363149009,MEDIUM
1725,Electronics,205,101,6.882923792484408,206.48771377453224,41.29754275490645,42.7852565294387,29.783854388137105,MEDIUM
1666,Sports,113,53,5.408394578167297,162.25183734501888,32.45036746900378,81.70220481402265,20.89344598786494,MEDIUM
1719,Clothing,157,117,5.837819174093273,175.1345752227982,35.02691504455964,53.161490267357834,26.893604498187486,MEDIUM
1716,Clothing,159,101,6.603769919450176,198.1130975835053,39.622619516701064,78.73571710020636,24.07715622128128,MEDIUM
1267,Electronics,153,103,4.571740021783017,137.15220065349052,27.430440130698106,11.58264078418864,33.46646993726662,MEDIUM
1672,Sports,114,101,5.486909073092378,164.60727219277135,32.92145443855427,83.52872663132561,20.776724833850857,MEDIUM
1271,Electronics,97,64,5.6152626811635145,168.45788043490543,33.69157608698109,105.14945652188652,17.274347703338616,MEDIUM
1272,Electronics,214,114,6.80802667706019,204.2408003118057,40.848160062361146,31.088960374166845,31.433484348861054,MEDIUM
1706,Sports,132,131,6.304433952383673,189.13301857151018,37.82660371430204,94.9596222858122,20.937644996675953,MEDIUM
1704,Electronics,187,134,5.496815880744798,164.90447642234392,32.98089528446879,10.885371706812691,34.01969504837448,MEDIUM
1276,Sports,145,70,6.420960077347281,192.62880232041843,38.52576046408369,86.1545627845021,22.582292718428562,MEDIUM
1277,Food,127,68,4.914829390114116,147.44488170342348,29.488976340684697,49.93385804410818,25.84016451424598,MEDIUM
1702,Clothing,154,134,5.197873122330687,155.9361936699206,31.187238733984124,33.12343240390473,29.62750270652,MEDIUM
1300,Sports,167,115,5.894486709957257,176.8346012987177,35.366920259743544,45.20152155846125,28.33155933966148,MEDIUM
1699,Clothing,169,54,5.498772134691289,164.96316404073866,32.99263280814773,28.955796848886393,30.73413406854837,MEDIUM
1298,Home,133,121,5.710662397602784,171.3198719280835,34.2639743856167,72.5838463137002,23.289767585601034,MEDIUM
1285,Sports,164,93,7.544391633393976,226.33174900181928,45.266349800363855,107.59809880218313,21.738001944925777,MEDIUM
1286,Home,152,139,4.425437730165087,132.76313190495262,26.552626380990525,7.315758285943133,34.34688482088975,MEDIUM
1685,Electronics,146,120,5.892964349217144,176.78893047651434,35.35778609530287,66.1467165718172,24.775306848648338,MEDIUM
1252,Home,114,80,3.78849651714859,113.6548955144577,22.730979102891542,22.38587461734926,30.09109272873294,MEDIUM
1735,Clothing,112,90,6.66690472002021,200.0071416006063,40.00142832012126,128.00856992072755,16.79940012696934,MEDIUM
1780,Clothing,119,107,7.845007569937699,235.35022709813097,47.0700454196262,163.42027251775716,15.168882749840998,MEDIUM
1248,Home,127,97,5.051261960735616,151.53785882206847,30.307571764413694,54.845430586482166,25.142231978304483,MEDIUM
1205,Food,84,78,7.664271695318776,229.9281508595633,45.98563017191266,191.91378103147593,10.95994548983773,MEDIUM
